FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00001541,6/22/2020,03:11:21.385,737.963,97899.385,121.2199438900,25.0208562772,272197.421,2768105.666,93.001,1.0691012387,-0.9652614270,42.5807885249,97161.422,0.397,0.397,0
20200622_110245_00001542,6/22/2020,03:11:21.794,738.371875,97899.794,121.2199566254,25.0208687257,272198.704,2768107.047,92.950,1.3881482368,-0.8993403744,42.7528684574,97161.422125,0.409,0.40888,0.00012
20200622_110245_00001543,6/22/2020,03:11:22.226,738.8045,97900.226,121.2199694470,25.0208812247,272199.996,2768108.433,92.901,1.5973249975,-0.7790984806,42.8875484998,97161.4215,0.432,0.43262,-0.00062
20200622_110245_00001544,6/22/2020,03:11:22.689,739.2665,97900.689,121.2199823021,25.0208937490,272201.291,2768109.823,92.862,1.6845078462,-0.8618454404,43.0568008717,97161.4225,0.463,0.462,0.001
20200622_110245_00001545,6/22/2020,03:11:23.195,739.77325,97901.195,121.2199951694,25.0209061538,272202.588,2768111.199,92.817,1.8368206335,-0.8115948403,43.2779840423,97161.42175,0.506,0.50675,-0.00075
20200622_110245_00001546,6/22/2020,03:11:23.755,740.33325,97901.755,121.2200080658,25.0209185034,272203.887,2768112.569,92.772,2.0934454958,-0.4703556484,43.2033473940,97161.42175,0.56,0.56,0
20200622_110245_00001547,6/22/2020,03:11:24.357,740.934625,97902.357,121.2200207950,25.0209308795,272205.169,2768113.942,92.741,2.3490782198,-0.2477483549,42.6047162671,97161.422375,0.602,0.60137,0.00062
20200622_110245_00001548,6/22/2020,03:11:25.020,741.59825,97903.02,121.2200333917,25.0209433204,272206.438,2768115.322,92.717,2.7787205721,-0.0031367234,41.9187736225,97161.42175,0.663,0.66363,-0.00062
20200622_110245_00001549,6/22/2020,03:11:25.817,742.39525,97903.817,121.2200457552,25.0209558787,272207.684,2768116.715,92.698,3.1164043427,0.2767452205,41.0707069597,97161.42175,0.797,0.797,0
20200622_110245_00001550,6/22/2020,03:11:26.739,743.3165,97904.739,121.2200574457,25.0209687313,272208.862,2768118.140,92.690,2.9024670453,0.7247785823,38.3902737666,97161.4225,0.922,0.92125,0.00075
20200622_110245_00001551,6/22/2020,03:11:27.636,744.214125,97905.636,121.2200679021,25.0209822580,272209.914,2768119.640,92.698,2.3543185478,1.0173468775,33.0312267006,97161.421875,0.897,0.89762,-0.00063
20200622_110245_00001552,6/22/2020,03:11:28.368,744.945875,97906.368,121.2200764064,25.0209966239,272210.770,2768121.233,92.710,2.1980433535,1.2673370521,24.1390097846,97161.422125,0.732,0.73175,0.00025
20200622_110245_00001553,6/22/2020,03:11:28.987,745.565,97906.987,121.2200818696,25.0210118119,272211.319,2768122.916,92.721,1.8858843876,1.7183758180,13.4917089241,97161.422,0.619,0.61913,-0.00013
20200622_110245_00001554,6/22/2020,03:11:29.536,746.113125,97907.536,121.2200841019,25.0210277536,272211.541,2768124.682,92.751,1.4474168817,1.5412917774,2.5935632243,97161.422875,0.549,0.54812,0.00087
20200622_110245_00001555,6/22/2020,03:11:30.027,746.605,97908.027,121.2200833687,25.0210437365,272211.464,2768126.452,92.778,1.6028432252,1.9220237603,-7.0045235042,97161.422,0.491,0.49188,-0.00087
20200622_110245_00001556,6/22/2020,03:11:30.475,747.052375,97908.475,121.2200797613,25.0210597672,272211.097,2768128.227,92.811,1.0693794061,2.1964453733,-14.7728577736,97161.422625,0.448,0.44737,0.00063
20200622_110245_00001557,6/22/2020,03:11:30.887,747.464125,97908.887,121.2200742313,25.0210752686,272210.536,2768129.943,92.842,1.4687764986,2.5345996503,-22.2362928953,97161.422875,0.412,0.41175,0.00025
20200622_110245_00001558,6/22/2020,03:11:31.293,747.87,97909.293,121.2200662939,25.0210901052,272209.733,2768131.585,92.901,1.2194314159,1.7502014762,-29.2431838157,97161.423,0.406,0.40588,0.00013
20200622_110245_00001559,6/22/2020,03:11:31.701,748.278875,97909.701,121.2200565158,25.0211039970,272208.743,2768133.122,92.929,1.0673555225,1.7185336661,-35.4494961924,97161.422125,0.408,0.40887,-0.00088
20200622_110245_00001560,6/22/2020,03:11:32.095,748.673,97910.095,121.2200453018,25.0211170029,272207.609,2768134.561,92.957,0.7240477689,1.9603387712,-39.9234227833,97161.422,0.394,0.39413,-0.00012
20200622_110245_00001561,6/22/2020,03:11:32.475,749.05225,97910.475,121.2200329526,25.0211296834,272206.361,2768135.964,92.988,0.6460688577,2.0297180437,-42.8210240247,97161.42275,0.38,0.37925,0.00075
20200622_110245_00001562,6/22/2020,03:11:32.833,749.41075,97910.833,121.2200201004,25.0211418770,272205.061,2768137.312,93.025,0.8541302642,1.8529326832,-45.2668230805,97161.42225,0.358,0.3585,-0.0005
20200622_110245_00001563,6/22/2020,03:11:33.174,749.751375,97911.174,121.2200067485,25.0211535741,272203.712,2768138.605,93.054,0.9389895913,1.8780389915,-47.0328428203,97161.422625,0.341,0.34063,0.00038
20200622_110245_00001564,6/22/2020,03:11:33.506,750.083125,97911.506,121.2199928149,25.0211651379,272202.303,2768139.884,93.086,0.8230840265,1.9885275412,-48.0525514640,97161.422875,0.332,0.33175,0.00025
20200622_110245_00001565,6/22/2020,03:11:33.826,750.40325,97911.826,121.2199788067,25.0211765546,272200.888,2768141.146,93.120,0.9469307488,1.9834077546,-48.4773863734,97161.42275,0.32,0.32012,-0.00012
20200622_110245_00001566,6/22/2020,03:11:34.137,750.71425,97912.137,121.2199647247,25.0211878147,272199.464,2768142.391,93.157,0.8539678450,2.0968715479,-48.8356026037,97161.42275,0.311,0.311,0
20200622_110245_00001567,6/22/2020,03:11:34.442,751.019375,97912.442,121.2199504867,25.0211990814,272198.025,2768143.637,93.194,0.8354821436,2.0278394208,-49.1999598645,97161.422625,0.305,0.30512,-0.00013
20200622_110245_00001568,6/22/2020,03:11:34.738,751.31575,97912.738,121.2199362582,25.0212102015,272196.587,2768144.866,93.232,0.7412729325,1.7008135098,-49.2967383487,97161.42225,0.296,0.29638,-0.00037
20200622_110245_00001569,6/22/2020,03:11:35.032,751.608875,97913.032,121.2199218829,25.0212214701,272195.135,2768146.112,93.264,0.6655706155,1.5766482140,-49.1406087428,97161.423125,0.294,0.29313,0.00088
20200622_110245_00001570,6/22/2020,03:11:35.319,751.896375,97913.319,121.2199076777,25.0212326869,272193.699,2768147.352,93.282,0.6126362470,1.8745655481,-48.9657086694,97161.422625,0.287,0.2875,-0.0005
20200622_110245_00001571,6/22/2020,03:11:35.600,752.17775,97913.6,121.2198934929,25.0212439534,272192.265,2768148.598,93.318,0.5884019605,1.6823858124,-48.8109513185,97161.42225,0.281,0.28137,-0.00037
20200622_110245_00001572,6/22/2020,03:11:35.879,752.45625,97913.879,121.2198792840,25.0212553365,272190.829,2768149.856,93.347,0.6465896429,1.6395670204,-48.6635610761,97161.42275,0.279,0.2785,0.0005
20200622_110245_00001573,6/22/2020,03:11:36.157,752.73475,97914.157,121.2198650899,25.0212667530,272189.395,2768151.118,93.376,0.6900640184,1.4073911984,-48.5272312087,97161.42225,0.278,0.2785,-0.0005
20200622_110245_00001574,6/22/2020,03:11:36.436,753.013375,97914.436,121.2198509515,25.0212781709,272187.966,2768152.381,93.398,0.6741809216,1.3286045706,-48.3446054540,97161.422625,0.279,0.27863,0.00037
20200622_110245_00001575,6/22/2020,03:11:36.714,753.291875,97914.714,121.2198370246,25.0212895151,272186.558,2768153.635,93.419,0.6970849123,1.3746747195,-48.0396485923,97161.422125,0.278,0.2785,-0.0005
20200622_110245_00001576,6/22/2020,03:11:36.999,753.576125,97914.999,121.2198229144,25.0213011381,272185.132,2768154.920,93.440,0.6839556088,1.2524201711,-47.7170061113,97161.422875,0.285,0.28425,0.00075
20200622_110245_00001577,6/22/2020,03:11:37.283,753.860625,97915.283,121.2198090411,25.0213127429,272183.730,2768156.203,93.458,0.7950535662,0.9545987207,-47.3532714809,97161.422375,0.284,0.2845,-0.0005
20200622_110245_00001578,6/22/2020,03:11:37.571,754.148,97915.571,121.2197952420,25.0213244439,272182.335,2768157.497,93.472,0.9492066535,1.0868504716,-47.1344377018,97161.423,0.288,0.28737,0.00063
20200622_110245_00001579,6/22/2020,03:11:37.861,754.438375,97915.861,121.2197814834,25.0213360850,272180.944,2768158.784,93.480,0.8709350606,1.0665970523,-47.0139930308,97161.422625,0.29,0.29037,-0.00037
20200622_110245_00001580,6/22/2020,03:11:38.157,754.734625,97916.157,121.2197676761,25.0213478371,272179.549,2768160.083,93.497,0.8631475157,0.6004731359,-46.9078588353,97161.422375,0.296,0.29625,-0.00025
20200622_110245_00001581,6/22/2020,03:11:38.462,755.039875,97916.462,121.2197539559,25.0213595211,272178.162,2768161.375,93.501,0.8259058174,0.7863895685,-46.9534173559,97161.422125,0.305,0.30525,-0.00025
20200622_110245_00001582,6/22/2020,03:11:38.779,755.356875,97916.779,121.2197402429,25.0213711412,272176.776,2768162.660,93.507,0.7063840030,0.8657586394,-46.9825083306,97161.422125,0.317,0.317,0
20200622_110245_00001583,6/22/2020,03:11:39.114,755.6915,97917.114,121.2197265516,25.0213828081,272175.392,2768163.950,93.521,0.7608822316,0.8092970714,-46.9606862751,97161.4225,0.335,0.33463,0.00038
20200622_110245_00001584,6/22/2020,03:11:39.473,756.05,97917.473,121.2197129009,25.0213945305,272174.012,2768165.246,93.535,0.9414905720,0.7339175285,-46.6132694510,97161.423,0.359,0.3585,0.0005
20200622_110245_00001585,6/22/2020,03:11:39.867,756.444125,97917.867,121.2196992156,25.0214064632,272172.629,2768166.566,93.544,0.9190904809,0.5209675900,-46.0242658863,97161.422875,0.394,0.39413,-0.00012
20200622_110245_00001586,6/22/2020,03:11:40.302,756.879625,97918.302,121.2196857545,25.0214184862,272171.268,2768167.895,93.550,1.0113071524,0.2312875626,-45.4488971639,97161.422375,0.435,0.4355,-0.0005
20200622_110245_00001587,6/22/2020,03:11:40.806,757.38325,97918.806,121.2196724919,25.0214304699,272169.928,2768169.220,93.542,1.2646131683,0.4501050147,-45.6460999361,97161.42275,0.504,0.50362,0.00038
20200622_110245_00001588,6/22/2020,03:11:41.449,758.026125,97919.449,121.2196592061,25.0214421608,272168.585,2768170.513,93.547,1.3354132167,0.4577701054,-46.5184352529,97161.422875,0.643,0.64288,0.00012
20200622_110245_00001589,6/22/2020,03:11:42.649,759.226,97920.649,121.2196457682,25.0214535144,272167.227,2768171.769,93.547,1.3581307801,0.6233608350,-47.6505742178,97161.423,1.2,1.19988,0.00013
20200622_110245_00001590,6/22/2020,03:11:45.715,762.29225,97923.715,121.2196319710,25.0214647278,272165.832,2768173.008,93.550,1.6794555933,0.7746255139,-49.2561277722,97161.42275,3.066,3.06625,-0.00025
20200622_110245_00001591,6/22/2020,03:11:47.543,764.12025,97925.543,121.2196175472,25.0214744467,272164.375,2768174.082,93.549,1.7407753402,0.7860013937,-58.5587633601,97161.42275,1.828,1.828,0
20200622_110245_00001592,6/22/2020,03:11:48.595,765.172,97926.595,121.2196019195,25.0214804934,272162.796,2768174.750,93.560,1.7001177797,1.2142108426,-73.7667551131,97161.423,1.052,1.05175,0.00025
20200622_110245_00001593,6/22/2020,03:11:49.351,765.927375,97927.351,121.2195849259,25.0214822773,272161.081,2768174.944,93.571,0.9314056875,1.2226815094,-89.1376161581,97161.423625,0.756,0.75537,0.00062
20200622_110245_00001594,6/22/2020,03:11:49.964,766.54075,97927.964,121.2195675686,25.0214805094,272159.330,2768174.746,93.579,0.7692936958,1.2677827696,-101.403320943,97161.42325,0.613,0.61338,-0.00037
20200622_110245_00001595,6/22/2020,03:11:50.488,767.065125,97928.488,121.2195505636,25.0214759569,272157.614,2768174.239,93.585,0.8234086443,1.3863594436,-110.307082638,97161.422875,0.524,0.52437,-0.00038
20200622_110245_00001596,6/22/2020,03:11:50.962,767.539125,97928.962,121.2195339472,25.0214692270,272155.938,2768173.491,93.599,0.6638951834,1.2380903302,-116.438578014,97161.422875,0.474,0.474,0
20200622_110245_00001597,6/22/2020,03:11:51.398,767.974625,97929.398,121.2195180462,25.0214611937,272154.335,2768172.598,93.607,0.9815182023,1.5499984623,-121.997133724,97161.423375,0.436,0.4355,0.0005
20200622_110245_00001598,6/22/2020,03:11:51.801,768.3775,97929.801,121.2195031351,25.0214518726,272152.832,2768171.563,93.626,1.3196593891,1.7464799051,-127.546103916,97161.4235,0.403,0.40288,0.00013
20200622_110245_00001599,6/22/2020,03:11:52.183,768.75975,97930.183,121.2194893191,25.0214411338,272151.439,2768170.372,93.653,0.9758658675,1.9489734736,-132.575788207,97161.42325,0.382,0.38225,-0.00025
20200622_110245_00001600,6/22/2020,03:11:52.554,769.130125,97930.554,121.2194760768,25.0214292855,272150.105,2768169.057,93.686,0.9906042480,2.1462758184,-136.175433545,97161.423875,0.371,0.37037,0.00062
20200622_110245_00001601,6/22/2020,03:11:52.906,769.482625,97930.906,121.2194636005,25.0214169547,272148.848,2768167.689,93.722,0.8818539932,2.3379371489,-137.996257414,97161.423375,0.352,0.3525,-0.0005
20200622_110245_00001602,6/22/2020,03:11:53.253,769.829375,97931.253,121.2194511204,25.0214040535,272147.591,2768166.258,93.769,0.6736963482,2.2257054876,-138.740312463,97161.423625,0.347,0.34675,0.00025
20200622_110245_00001603,6/22/2020,03:11:53.588,770.164,97931.588,121.2194387369,25.0213911282,272146.344,2768164.825,93.814,0.6351809461,2.2115848675,-138.872332705,97161.424,0.335,0.33462,0.00038
20200622_110245_00001604,6/22/2020,03:11:53.910,770.487,97931.91,121.2194264872,25.0213782544,272145.110,2768163.397,93.856,0.4245374495,2.1620083969,-138.847073339,97161.423,0.322,0.323,-0.001
20200622_110245_00001605,6/22/2020,03:11:54.227,770.804,97932.227,121.2194140039,25.0213652087,272143.852,2768161.950,93.896,0.2698471021,2.3834733243,-138.589136813,97161.423,0.317,0.317,0
20200622_110245_00001606,6/22/2020,03:11:54.530,771.10625,97932.53,121.2194015093,25.0213523551,272142.593,2768160.524,93.943,0.2959730017,2.4507366299,-138.289831269,97161.42375,0.303,0.30225,0.00075
20200622_110245_00001607,6/22/2020,03:11:54.826,771.4025,97932.826,121.2193887901,25.0213394083,272141.312,2768159.088,93.992,0.2652906768,2.2414909261,-138.031623723,97161.4235,0.296,0.29625,-0.00025
20200622_110245_00001608,6/22/2020,03:11:55.110,771.687,97933.11,121.2193761314,25.0213266556,272140.037,2768157.673,94.034,0.3197646296,2.0198476671,-137.785478340,97161.423,0.284,0.2845,-0.0005
20200622_110245_00001609,6/22/2020,03:11:55.386,771.962375,97933.386,121.2193634132,25.0213139650,272138.756,2768156.266,94.068,0.4484803657,2.0236203806,-137.712073981,97161.423625,0.276,0.27537,0.00062
20200622_110245_00001610,6/22/2020,03:11:55.656,772.232,97933.656,121.2193505995,25.0213012045,272137.465,2768154.850,94.102,0.5676946666,2.0523777746,-137.643850607,97161.424,0.27,0.26963,0.00038
20200622_110245_00001611,6/22/2020,03:11:55.916,772.49275,97933.916,121.2193379542,25.0212885994,272136.191,2768153.452,94.138,0.5826151365,1.9466859694,-137.567163676,97161.42325,0.26,0.26075,-0.00075
20200622_110245_00001612,6/22/2020,03:11:56.174,772.7505,97934.174,121.2193251783,25.0212758699,272134.904,2768152.040,94.173,0.4707467946,1.9926290940,-137.457883607,97161.4235,0.258,0.25775,0.00025
20200622_110245_00001613,6/22/2020,03:11:56.426,773.002375,97934.426,121.2193124557,25.0212632970,272133.622,2768150.645,94.208,0.5965011839,1.9490083073,-137.334847186,97161.423625,0.252,0.25188,0.00013
20200622_110245_00001614,6/22/2020,03:11:56.678,773.25425,97934.678,121.2192995744,25.0212506496,272132.324,2768149.242,94.246,0.7017688187,1.8017105564,-137.230680995,97161.42375,0.252,0.25187,0.00012
20200622_110245_00001615,6/22/2020,03:11:56.927,773.503,97934.927,121.2192868162,25.0212381298,272131.039,2768147.853,94.279,0.7252135253,1.8429386084,-137.156742126,97161.424,0.249,0.24875,0.00025
20200622_110245_00001616,6/22/2020,03:11:57.178,773.754875,97935.178,121.2192739639,25.0212254745,272129.744,2768146.449,94.314,0.5977652230,1.9093941911,-137.027755498,97161.423125,0.251,0.25187,-0.00087
20200622_110245_00001617,6/22/2020,03:11:57.427,774.003625,97935.427,121.2192611940,25.0212129474,272128.457,2768145.060,94.352,0.4611331370,1.8260378345,-136.905422142,97161.423375,0.249,0.24875,0.00025
20200622_110245_00001618,6/22/2020,03:11:57.679,774.2555,97935.679,121.2192482550,25.0212003486,272127.154,2768143.662,94.388,0.4448231847,1.8659290271,-136.776080812,97161.4235,0.252,0.25187,0.00013
20200622_110245_00001619,6/22/2020,03:11:57.928,774.504375,97935.928,121.2192354231,25.0211879373,272125.861,2768142.285,94.425,0.4909147369,1.9164458329,-136.647926618,97161.423625,0.249,0.24887,0.00012
20200622_110245_00001620,6/22/2020,03:11:58.180,774.75625,97936.18,121.2192223746,25.0211754115,272124.546,2768140.896,94.466,0.6355604561,1.9589119096,-136.531929157,97161.42375,0.252,0.25188,0.00012
20200622_110245_00001621,6/22/2020,03:11:58.429,775.005125,97936.429,121.2192093681,25.0211630113,272123.236,2768139.520,94.509,0.8813139387,1.5909637781,-136.494682316,97161.423875,0.249,0.24887,0.00013
20200622_110245_00001622,6/22/2020,03:11:58.678,775.254,97936.678,121.2191963953,25.0211506386,272121.929,2768138.148,94.530,1.0946738519,2.0824808015,-136.498095504,97161.424,0.249,0.24887,0.00012
20200622_110245_00001623,6/22/2020,03:11:58.926,775.502875,97936.926,121.2191833565,25.0211381718,272120.615,2768136.765,94.573,1.2726385864,1.8820633437,-136.644959869,97161.423125,0.248,0.24887,-0.00087
20200622_110245_00001624,6/22/2020,03:11:59.172,775.74875,97937.172,121.2191703899,25.0211256892,272119.309,2768135.380,94.612,1.3944144860,1.6178923366,-136.800482109,97161.42325,0.246,0.24587,0.00012
20200622_110245_00001625,6/22/2020,03:11:59.415,775.99175,97937.415,121.2191576456,25.0211132785,272118.025,2768134.003,94.641,1.2926162844,1.6203932346,-136.948440726,97161.42325,0.243,0.243,0
20200622_110245_00001626,6/22/2020,03:11:59.661,776.2375,97937.661,121.2191447552,25.0211006091,272116.726,2768132.598,94.668,1.1075163523,1.5561140760,-137.082618933,97161.4235,0.246,0.24575,0.00025
20200622_110245_00001627,6/22/2020,03:11:59.904,776.4805,97937.904,121.2191320014,25.0210880382,272115.441,2768131.203,94.695,0.9760642845,1.6184069288,-137.235392261,97161.4235,0.243,0.243,0
20200622_110245_00001628,6/22/2020,03:12:00.147,776.723375,97938.147,121.2191192479,25.0210753644,272114.156,2768129.798,94.722,0.7662119221,1.5006056903,-137.475784240,97161.423625,0.243,0.24288,0.00013
20200622_110245_00001629,6/22/2020,03:12:00.390,776.966375,97938.39,121.2191065876,25.0210626549,272112.881,2768128.388,94.750,0.5719260547,1.3985779210,-137.724996677,97161.423625,0.243,0.243,0
20200622_110245_00001630,6/22/2020,03:12:00.633,777.209375,97938.633,121.2190940113,25.0210500010,272111.614,2768126.984,94.773,0.5368667503,1.2344375379,-137.893390641,97161.423625,0.243,0.243,0
20200622_110245_00001631,6/22/2020,03:12:00.879,777.45525,97938.879,121.2190814871,25.0210373135,272110.352,2768125.577,94.795,0.3889762558,1.1825571079,-137.925960945,97161.42375,0.246,0.24587,0.00012
20200622_110245_00001632,6/22/2020,03:12:01.131,777.707125,97939.131,121.2190687359,25.0210244925,272109.068,2768124.155,94.811,0.5396027530,1.1651551939,-137.918199632,97161.423875,0.252,0.25188,0.00012
20200622_110245_00001633,6/22/2020,03:12:01.380,777.956,97939.38,121.2190563278,25.0210118416,272107.818,2768122.751,94.828,0.2079903354,1.1189677252,-137.942369744,97161.424,0.249,0.24887,0.00013
